#{"t_start": 1521694464.1732147, "env_id": null}
r,l,t
-0.253383,10,284.862398
-0.13719,10,284.864892
-0.36017,10,284.867489
-0.0859,10,284.870061
-0.197456,10,284.872727
-0.368049,10,284.875382
-0.126092,10,284.877787
-0.282806,10,284.880179
-0.191159,10,284.882926
-0.075066,10,284.886003
-0.787817,10,284.904444
-0.064875,10,284.907034
-0.098795,10,284.909553
-0.055505,10,284.91211
-0.228773,10,284.914679
-0.384932,10,284.91734
-0.158288,10,284.919791
-0.047305,10,284.922084
-0.237321,10,284.924365
-0.166919,10,284.927085
-0.237922,10,284.945709
-0.227266,10,284.948283
-0.159415,10,284.950868
-0.09395,10,284.953684
-0.252624,10,284.956281
-0.809946,10,284.958804
-0.244966,10,284.961335
-0.200535,10,284.963871
-0.496904,10,284.966403
-0.08822,10,284.968941
-0.19862,10,284.986736
-0.156192,10,284.989298
-0.530537,10,284.99185
-0.435522,10,284.994449
-0.164665,10,284.997124
-0.1504,10,284.999877
-0.056187,10,285.002517
-0.115878,10,285.005135
-0.252115,10,285.007797
-0.096844,10,285.0104
-0.071287,10,285.028216
-0.116176,10,285.03085
-0.137134,10,285.033482
-0.122521,10,285.036014
-0.107416,10,285.038623
-0.341242,10,285.041273
-0.931731,10,285.043779
-0.112062,10,285.046382
-0.440601,10,285.049291
-0.268539,10,285.05192
-0.162262,10,285.069585
-0.301412,10,285.072201
-0.213695,10,285.074846
-0.875958,10,285.077408
-0.149854,10,285.079948
-0.331505,10,285.082478
-0.315123,10,285.085024
-0.086723,10,285.087868
-0.358928,10,285.090502
-0.164243,10,285.093033
-0.305621,10,285.11057
-0.08477,10,285.113121
-0.165523,10,285.115663
-0.292046,10,285.118204
-0.461113,10,285.120826
-0.09851,10,285.123378
-0.291035,10,285.12592
-0.505399,10,285.128448
-0.099514,10,285.130997
-0.439655,10,285.133543
-0.129211,10,285.150425
-0.19394,10,285.153035
-0.290138,10,285.155589
-0.138001,10,285.158141
-0.036539,10,285.160689
-0.221009,10,285.163245
-0.197706,10,285.165887
-0.143463,10,285.168422
-0.145989,10,285.170985
-0.066229,10,285.173492
-0.122161,10,285.19005
-0.098391,10,285.192548
-0.100592,10,285.195134
-0.116184,10,285.197684
-0.076768,10,285.200242
-0.067342,10,285.202722
-0.177458,10,285.205263
-0.515042,10,285.207813
-0.077012,10,285.21036
-0.379816,10,285.212849
-0.616993,10,285.22948
-0.043562,10,285.2321
-0.130356,10,285.234695
-0.306904,10,285.237195
-0.162627,10,285.239854
-0.175371,10,285.242338
-0.31127,10,285.244895
-0.244593,10,285.247381
-0.115321,10,285.250014
-0.212539,10,285.252506
-0.133173,10,285.269793
-0.075668,10,285.272383
-0.108827,10,285.275119
-0.314622,10,285.27766
-0.324807,10,285.280256
-0.215703,10,285.28285
-0.185395,10,285.285501
-0.057762,10,285.288057
-0.265144,10,285.290593
-0.108808,10,285.293121
-0.14496,10,285.310722
-1.270201,10,285.31327
-0.195028,10,285.315868
-0.322835,10,285.318534
-0.142033,10,285.321121
-0.148266,10,285.323705
-0.248421,10,285.326223
-0.476972,10,285.328757
-0.160536,10,285.331509
-0.269742,10,285.334101
-0.081981,10,285.35128
-0.183812,10,285.353859
-0.666629,10,285.35641
-0.156666,10,285.358945
-0.081382,10,285.361469
-0.132228,10,285.363988
-0.091077,10,285.366571
-0.453462,10,285.369153
-0.064468,10,285.371667
-0.3416,10,285.37422
-0.075094,10,285.391058
-0.274664,10,285.393622
-0.141726,10,285.39618
-0.646124,10,285.398753
-0.211004,10,285.401281
-0.137164,10,285.403829
-0.10114,10,285.406343
-0.096896,10,285.408959
-0.074235,10,285.411506
-0.065248,10,285.414016
-0.271453,10,285.430458
-0.236936,10,285.433075
-0.31656,10,285.435591
-0.208735,10,285.438182
-0.184702,10,285.440732
-0.096562,10,285.443279
-0.160243,10,285.445788
-0.184487,10,285.448333
-0.111274,10,285.450873
-0.161825,10,285.453484
-0.050155,10,285.471134
-0.242591,10,285.473715
-0.259219,10,285.476415
-0.07115,10,285.479034
-0.149882,10,285.481662
-0.278957,10,285.484249
-0.112338,10,285.487097
-0.193204,10,285.489752
-0.168306,10,285.492348
-0.07172,10,285.494899
-0.232603,10,285.512849
-0.266948,10,285.515427
-0.567737,10,285.517976
-0.215884,10,285.520718
-0.133207,10,285.523318
-0.05337,10,285.52593
-0.438069,10,285.528458
-0.051136,10,285.530978
-0.22054,10,285.533517
-0.089047,10,285.536098
-0.175716,10,285.553067
-0.140086,10,285.555641
-0.258836,10,285.558177
-0.640447,10,285.560706
-0.142715,10,285.563235
-0.126813,10,285.565776
-0.366913,10,285.568441
-0.239584,10,285.570994
-0.156297,10,285.573503
-0.141912,10,285.576047
-0.206847,10,285.592753
-0.134796,10,285.595317
-0.076234,10,285.597803
-0.137293,10,285.600458
-0.094374,10,285.602942
-0.179745,10,285.605486
-0.187448,10,285.607996
-0.643799,10,285.610602
-0.117673,10,285.613117
-0.204828,10,285.615697
-0.075873,10,285.632645
-0.10815,10,285.635267
-0.05678,10,285.637818
-0.088662,10,285.640355
-0.143349,10,285.642889
-0.206987,10,285.645416
-0.245345,10,285.647945
-0.169064,10,285.650475
-0.09319,10,285.65305
-0.317377,10,285.655567
-0.228675,10,285.672752
-0.135032,10,285.675293
-0.076115,10,285.677844
-0.257559,10,285.680368
-0.550467,10,285.683001
-0.103711,10,285.685592
-0.293469,10,285.688139
-0.036962,10,285.690674
-0.396874,10,285.693208
-0.180085,10,285.695832
-0.382943,10,285.713071
-0.158727,10,285.715629
-0.189076,10,285.71828
-0.098248,10,285.720857
-0.159608,10,285.723396
-0.153106,10,285.725923
-0.121117,10,285.728469
-0.383592,10,285.731013
-0.116735,10,285.733533
-0.134642,10,285.736089
-0.112925,10,285.753336
-0.179003,10,285.755892
-0.183516,10,285.758422
-0.19488,10,285.760961
-0.145642,10,285.763493
-0.895155,10,285.766017
-0.539781,10,285.768545
-0.107759,10,285.771077
-0.228996,10,285.773606
-0.155326,10,285.776141
-0.091211,10,285.792892
-0.177966,10,285.795502
-0.044544,10,285.798035
-0.075533,10,285.800557
-0.247774,10,285.803141
-0.0879,10,285.805651
-0.385163,10,285.808219
-0.187698,10,285.810766
-0.561877,10,285.8133
-0.127686,10,285.815814
-0.099936,10,285.832459
-0.187467,10,285.835056
-0.225831,10,285.837576
-0.187215,10,285.840129
-0.107705,10,285.842702
-0.340368,10,285.845227
-0.152881,10,285.847808
-0.245656,10,285.850388
-0.217926,10,285.853009
-0.092523,10,285.855594
-0.246729,10,285.872189
-0.077304,10,285.874926
-0.200386,10,285.877506
-0.1422,10,285.880067
-0.167284,10,285.882622
-0.185086,10,285.885236
-0.116056,10,285.887838
-0.059595,10,285.890471
-0.174111,10,285.893051
-0.19221,10,285.895624
-0.096199,10,285.91367
-0.065658,10,285.916243
-0.074825,10,285.918831
-0.142594,10,285.921473
-0.066119,10,285.924026
-0.243766,10,285.926552
-0.109439,10,285.929078
-0.16064,10,285.931626
-0.235153,10,285.934184
-0.107949,10,285.936778
-0.14642,10,285.954502
-1.127202,10,285.957108
-0.080817,10,285.959646
-0.303306,10,285.962178
-0.123886,10,285.964717
-0.140497,10,285.96729
-0.231421,10,285.970056
-0.194684,10,285.972613
-0.240807,10,285.975142
-0.185855,10,285.977673
-0.27533,10,285.994465
-0.194926,10,285.996989
-0.377033,10,285.999574
-0.032422,10,286.002157
-0.090835,10,286.00474
-0.107489,10,286.007316
-0.136364,10,286.009826
-0.193573,10,286.012375
-0.075723,10,286.014977
-0.064215,10,286.017562
-0.124259,10,286.034067
-0.147719,10,286.036598
-0.041756,10,286.039121
-0.520852,10,286.041671
-0.172765,10,286.044223
-0.27475,10,286.046772
-0.148574,10,286.049388
-0.115365,10,286.051908
-0.174271,10,286.054477
-0.201365,10,286.057027
-0.078759,10,286.073387
-0.07815,10,286.076148
-0.179156,10,286.078791
-0.395984,10,286.081317
-0.105005,10,286.084005
-0.37526,10,286.086604
-0.550437,10,286.08917
-0.081998,10,286.091707
-0.379634,10,286.094286
-0.086028,10,286.096828
-0.101283,10,286.114646
-0.208324,10,286.117232
-0.626812,10,286.119788
-0.075969,10,286.122356
-0.291417,10,286.124912
-0.099819,10,286.127449
-0.093004,10,286.129968
-0.811223,10,286.132515
-0.064165,10,286.13508
-0.337189,10,286.137623
-0.207202,10,286.154657
-0.125324,10,286.157241
-0.205324,10,286.159782
-0.093611,10,286.16231
-0.117684,10,286.164843
-0.292046,10,286.167428
-0.055198,10,286.169982
-0.123384,10,286.172521
-0.32119,10,286.175049
-0.123261,10,286.177571
-0.382011,10,286.194285
-0.429259,10,286.196847
-0.200166,10,286.199442
-0.467182,10,286.201989
-0.117318,10,286.20454
-0.111624,10,286.207122
-0.101893,10,286.209665
-0.254911,10,286.212282
-0.087585,10,286.214894
-0.125792,10,286.217407
-0.195941,10,286.234093
-0.081877,10,286.236718
-0.20019,10,286.239232
-0.193467,10,286.24178
-0.201086,10,286.244327
-0.161255,10,286.246966
-0.060708,10,286.249471
-0.504738,10,286.252053
-0.207832,10,286.254558
-0.119288,10,286.257135
-0.081943,10,286.273653
-0.204093,10,286.276322
-0.697362,10,286.278906
-0.798541,10,286.281421
-0.219937,10,286.283977
-0.339678,10,286.286537
-0.16471,10,286.289036
-0.103695,10,286.29157
-0.243178,10,286.294064
-0.191227,10,286.296633
-0.179266,10,286.313871
-0.069514,10,286.316476
-0.166306,10,286.319073
-0.077127,10,286.321591
-0.683294,10,286.324183
-0.225116,10,286.326921
-0.208866,10,286.329473
-0.069604,10,286.332065
-0.324483,10,286.334714
-0.18413,10,286.337306
-0.04736,10,286.354521
-0.152015,10,286.357095
-0.084721,10,286.35967
-0.105263,10,286.362214
-0.092974,10,286.364756
-0.18333,10,286.367294
-0.102713,10,286.370016
-0.253949,10,286.372676
-0.285763,10,286.375355
-0.092851,10,286.377884
-0.104215,10,286.395317
-0.739528,10,286.397886
-0.081378,10,286.400513
-0.178058,10,286.403044
-0.07585,10,286.405591
-0.198957,10,286.408142
-0.745854,10,286.410728
-0.087382,10,286.413207
-0.067087,10,286.415794
-0.108436,10,286.41831
-0.283424,10,286.434975
-0.356134,10,286.437508
-0.171941,10,286.440132
-0.138773,10,286.442655
-0.152376,10,286.445242
-0.057966,10,286.447793
-0.278813,10,286.450367
-0.137747,10,286.452887
-0.039813,10,286.45547
-0.421829,10,286.457984
-0.413823,10,286.474463
-0.179531,10,286.47709
-0.144235,10,286.479609
-0.31816,10,286.482128
-0.19841,10,286.484702
-0.197724,10,286.487265
-0.076998,10,286.489774
-0.134878,10,286.492365
-0.225469,10,286.494879
-0.126062,10,286.497424
-0.308142,10,286.514717
-0.139916,10,286.517355
-0.093638,10,286.520141
-0.227228,10,286.522714
-0.286532,10,286.525245
-0.074093,10,286.527807
-0.48842,10,286.530509
-0.230972,10,286.533076
-0.279734,10,286.535769
-0.181687,10,286.538464
-0.077597,10,286.556293
-0.087648,10,286.558849
-0.264046,10,286.561389
-0.080798,10,286.563962
-0.099328,10,286.566562
-0.36993,10,286.569316
-0.148449,10,286.571893
-0.05425,10,286.574572
-0.205102,10,286.577189
-0.151759,10,286.579776
-0.042515,10,286.596879
-0.123362,10,286.599456
-0.30094,10,286.602036
-0.202872,10,286.604595
-0.295702,10,286.607209
-0.268762,10,286.609719
-0.073522,10,286.6123
-0.156171,10,286.614916
-0.411099,10,286.617485
-0.142259,10,286.620063
-0.340187,10,286.63722
-0.203036,10,286.639782
-0.223605,10,286.642316
-0.08874,10,286.644849
-0.122296,10,286.647374
-0.173026,10,286.64995
-0.647533,10,286.652468
-0.610264,10,286.655015
-0.464241,10,286.657553
-0.149646,10,286.660099
-0.240928,10,286.676847
-0.264007,10,286.679507
-0.392117,10,286.682059
-0.11346,10,286.684597
-0.071005,10,286.687157
-0.240086,10,286.689769
-0.138676,10,286.692317
-0.440589,10,286.694895
-0.153908,10,286.697375
-1.428363,10,286.70003
-0.396846,10,286.717226
-0.704666,10,286.719796
-0.621703,10,286.722335
-0.433892,10,286.724862
-0.096188,10,286.727388
-0.121721,10,286.730012
-0.413134,10,286.732615
-0.14733,10,286.735271
-0.238784,10,286.737823
-0.176561,10,286.740378
-0.235339,10,286.757532
-0.196902,10,286.760089
-0.186382,10,286.762621
-0.153235,10,286.765216
-0.094367,10,286.767841
-0.134483,10,286.770399
-0.194465,10,286.772935
-0.208742,10,286.7756
-0.373253,10,286.778147
-0.292727,10,286.780686
-0.194651,10,286.797707
-0.120187,10,286.800396
-0.119248,10,286.802808
-0.237337,10,286.805102
-0.139544,10,286.807356
-0.100671,10,286.809619
-0.126843,10,286.811874
-0.181416,10,286.814115
-0.107161,10,286.816803
-0.570568,10,286.819323
-0.253544,10,286.837169
-0.178335,10,286.839705
-0.455713,10,286.842338
-0.128622,10,286.845187
-0.088482,10,286.847687
-0.074465,10,286.850202
-0.079055,10,286.85267
-0.325237,10,286.855192
-0.339908,10,286.857704
-0.379605,10,286.8602
-0.138196,10,286.877129
-0.065531,10,286.879634
-0.199053,10,286.882139
-0.154077,10,286.884669
-0.052361,10,286.887177
-0.111143,10,286.88968
-0.063808,10,286.89221
-0.132414,10,286.894728
-0.149315,10,286.89724
-0.08905,10,286.899778
-0.384688,10,286.917551
-0.116179,10,286.920172
-0.099836,10,286.922733
-0.112614,10,286.925203
-0.150313,10,286.92762
-0.101047,10,286.930069
-0.21919,10,286.932876
-0.163908,10,286.935654
-0.110299,10,286.938231
-0.145732,10,286.940549
-0.346488,10,286.959515
-0.278602,10,286.961982
-0.141929,10,286.964376
-0.086231,10,286.967325
-0.067609,10,286.970215
-0.290129,10,286.972902
-0.585573,10,286.975247
-0.038182,10,286.977865
-0.300048,10,286.980298
-0.166872,10,286.982895
-0.079643,10,287.001821
-0.715765,10,287.004779
-0.569017,10,287.007343
-0.127968,10,287.009871
-0.10645,10,287.012394
-0.157257,10,287.014956
-0.117315,10,287.017926
-0.148583,10,287.020465
-0.06495,10,287.022976
-0.186693,10,287.025454
-0.39029,10,287.042541
-0.067511,10,287.045063
-0.123274,10,287.047514
-0.157578,10,287.050042
-0.311241,10,287.052542
-0.213115,10,287.055068
-0.232572,10,287.057569
-0.103797,10,287.060085
-0.227382,10,287.062595
-0.161894,10,287.065114
-0.131181,10,287.082118
-0.143524,10,287.084814
-0.233024,10,287.087462
-0.088162,10,287.089994
-0.160918,10,287.092527
-0.279483,10,287.095074
-0.153056,10,287.097597
-0.101769,10,287.100124
-0.35948,10,287.102646
-0.138984,10,287.105168
-0.115276,10,287.123663
-0.120024,10,287.126272
-0.14265,10,287.12884
-0.41789,10,287.131424
-0.127462,10,287.13403
-0.503109,10,287.137092
-0.292631,10,287.139693
-0.442345,10,287.142278
-0.347444,10,287.144825
-0.129645,10,287.14742
-0.182878,10,287.166099
-0.359578,10,287.168644
-0.275042,10,287.171306
-0.491847,10,287.173875
-0.131997,10,287.176422
-0.057086,10,287.178984
-0.213342,10,287.181615
-0.237907,10,287.184191
-0.530383,10,287.187216
-0.326303,10,287.189713
-0.165849,10,287.20794
-0.187944,10,287.21047
-0.153373,10,287.213012
-0.135957,10,287.215608
-0.088545,10,287.218135
-0.050538,10,287.220649
-0.21192,10,287.223169
-0.237,10,287.225686
-0.06387,10,287.228205
-0.08884,10,287.230755
-0.112394,10,287.247553
-0.139974,10,287.250098
-0.105809,10,287.252615
-0.367388,10,287.255048
-0.066834,10,287.257392
-0.04138,10,287.259816
-0.292033,10,287.262236
-0.408039,10,287.264761
-0.265437,10,287.267186
-0.228284,10,287.269648
-0.117416,10,287.286535
-0.071657,10,287.289065
-0.191805,10,287.291584
-0.240035,10,287.294078
-0.07168,10,287.296585
-0.267909,10,287.299144
-0.253475,10,287.301721
-0.118587,10,287.304286
-0.220483,10,287.306878
-0.155845,10,287.309472
-0.121977,10,287.328072
-0.090424,10,287.330615
-0.213783,10,287.33317
-0.11398,10,287.335699
-0.125413,10,287.338335
-0.151213,10,287.340939
-0.051862,10,287.343533
-0.152586,10,287.346068
-0.051324,10,287.348666
-0.181835,10,287.35149
-0.141255,10,287.369828
-0.135662,10,287.372488
-0.266086,10,287.375045
-0.133777,10,287.377573
-0.073802,10,287.3801
-0.079314,10,287.382722
-0.050844,10,287.385551
-0.273088,10,287.388263
-0.144024,10,287.390877
-0.214643,10,287.393435
-0.083493,10,287.411125
-0.062927,10,287.413669
-0.286507,10,287.416286
-0.276056,10,287.418914
-0.131584,10,287.421483
-0.154875,10,287.424047
-0.222949,10,287.426608
-0.193333,10,287.42906
-0.168872,10,287.431409
-0.536482,10,287.434073
-0.112665,10,287.451471
-0.36808,10,287.453984
-0.371697,10,287.456503
-0.122294,10,287.459023
-0.180318,10,287.461523
-0.117691,10,287.46407
-0.062878,10,287.466711
-0.200326,10,287.469245
-0.157755,10,287.471806
-0.118663,10,287.474343
-0.313317,10,287.491268
-0.226672,10,287.493839
-0.067013,10,287.496379
-0.461145,10,287.498861
-0.274195,10,287.501188
-0.04427,10,287.503763
-0.142271,10,287.506341
-0.080045,10,287.508938
-0.078991,10,287.511428
-0.622456,10,287.514847
-0.136568,10,287.533909
-0.163047,10,287.536646
-0.12182,10,287.539594
-0.096877,10,287.542139
-0.056838,10,287.544667
-0.151885,10,287.547018
-0.146429,10,287.549642
-0.093832,10,287.552428
-0.091923,10,287.555113
-0.073872,10,287.55764
-0.118212,10,287.576632
-0.182472,10,287.579177
-0.184504,10,287.581693
-0.44137,10,287.584599
-0.090282,10,287.58722
-0.153083,10,287.589754
-0.160972,10,287.592266
-0.133494,10,287.595041
-0.285984,10,287.59763
-0.060639,10,287.60018
-0.156096,10,287.617437
-0.210237,10,287.619985
-0.101905,10,287.622506
-0.071501,10,287.625076
-0.141484,10,287.627752
-0.136642,10,287.630317
-0.629544,10,287.632905
-0.12365,10,287.635452
-0.201476,10,287.637852
-0.176288,10,287.640369
-0.171421,10,287.657427
-0.352776,10,287.65995
-0.12085,10,287.66249
-0.205788,10,287.665103
-0.098514,10,287.667676
-0.078237,10,287.670259
-0.04698,10,287.672804
-0.207112,10,287.675375
-0.106746,10,287.677918
-0.38693,10,287.680534
-0.115457,10,287.697539
-0.100327,10,287.70007
-0.273303,10,287.702584
-0.191804,10,287.705108
-0.177426,10,287.707696
-0.198653,10,287.710263
-0.417167,10,287.712806
-0.14315,10,287.715373
-0.093253,10,287.717813
-0.294264,10,287.720153
-0.157084,10,287.738573
-0.101001,10,287.74111
-0.115097,10,287.743619
-0.683697,10,287.746133
-0.17279,10,287.74912
-0.289567,10,287.751726
-0.174255,10,287.754272
-0.205474,10,287.756805
-0.405936,10,287.759679
-0.151581,10,287.762244
-0.13009,10,287.780174
-0.269341,10,287.783107
-0.79115,10,287.785674
-0.55636,10,287.788219
-0.304156,10,287.790731
-0.096288,10,287.793559
-0.172024,10,287.796126
-2.910699,10,287.798675
-1.146444,10,287.801184
-0.3395,10,287.80374
-0.119012,10,287.821695
-0.223117,10,287.824236
-0.146078,10,287.826782
-0.190166,10,287.82931
-0.357714,10,287.831866
-0.132514,10,287.83437
-0.19326,10,287.836886
-0.137967,10,287.839407
-0.151262,10,287.841916
-0.069297,10,287.844412
-0.074611,10,287.86145
-0.141102,10,287.863984
-0.374931,10,287.866463
-0.238028,10,287.868977
-0.061437,10,287.871497
-0.054767,10,287.873995
-0.119118,10,287.8765
-0.079909,10,287.879008
-0.192306,10,287.881511
-0.074422,10,287.883998
-0.151041,10,287.900912
-0.181508,10,287.903499
-0.327636,10,287.906016
-0.113716,10,287.908424
-0.096905,10,287.910908
-0.074088,10,287.913296
-0.124697,10,287.915864
-0.181331,10,287.918493
-0.487354,10,287.921076
-0.221819,10,287.924131
-0.13519,10,287.943839
-0.999335,10,287.946524
-0.174135,10,287.949202
-0.14423,10,287.951682
-0.100334,10,287.954598
-0.109561,10,287.957139
-0.10249,10,287.959647
-0.088004,10,287.962226
-0.234571,10,287.964724
-0.140728,10,287.96723
-0.180313,10,287.98627
-0.192991,10,287.988869
-0.288467,10,287.991289
-0.382001,10,287.993612
-0.112544,10,287.996119
-0.127823,10,287.998672
-0.344615,10,288.001207
-0.091163,10,288.003891
-0.067175,10,288.00637
-0.42627,10,288.008743
-0.288305,10,288.026697
-0.375243,10,288.029258
-0.08463,10,288.031719
-0.075323,10,288.034002
-0.189891,10,288.036539
-0.219611,10,288.039057
-0.109737,10,288.041476
-0.173228,10,288.043827
-0.250772,10,288.046376
-0.128877,10,288.048746
-1.260385,10,288.065688
-0.095411,10,288.068223
-0.128192,10,288.070756
-0.380269,10,288.073304
-0.388674,10,288.075899
-0.296159,10,288.078424
-0.804135,10,288.081033
-0.211199,10,288.083611
-0.088772,10,288.086141
-0.238127,10,288.088678
-0.168847,10,288.105421
-0.057369,10,288.107782
-0.053269,10,288.110251
-0.13497,10,288.112808
-0.241952,10,288.115345
-0.248787,10,288.117928
-0.12476,10,288.1205
-0.210688,10,288.123065
-0.26071,10,288.125932
-0.189822,10,288.128566
-0.185895,10,288.147354
-0.036171,10,288.149965
-0.099381,10,288.152484
-0.134381,10,288.155312
-0.297633,10,288.157904
-0.205332,10,288.160545
-0.077355,10,288.163116
-0.06663,10,288.165891
-0.056117,10,288.168793
-0.302246,10,288.171401
-0.095417,10,288.189763
-0.369505,10,288.192313
-0.384642,10,288.194847
-0.214185,10,288.197377
-0.104808,10,288.20028
-0.20896,10,288.203282
-0.236892,10,288.205777
-0.06723,10,288.208027
-0.144758,10,288.210582
-0.234513,10,288.213053
-0.082893,10,288.23082
-0.090759,10,288.233468
-0.158118,10,288.23599
-0.454301,10,288.238509
-0.055145,10,288.241058
-0.261649,10,288.243597
-0.258439,10,288.246115
-0.314621,10,288.248637
-0.131685,10,288.251156
-0.071091,10,288.253642
-0.13503,10,288.270383
-0.45826,10,288.27291
-0.245681,10,288.275431
-0.07878,10,288.277956
-0.100772,10,288.28048
-0.16243,10,288.283005
-0.111999,10,288.285511
-0.059355,10,288.288024
-0.099283,10,288.290546
-0.142727,10,288.293094
-0.393966,10,288.309543
-0.068673,10,288.312085
-0.135393,10,288.314605
-0.142792,10,288.317139
-0.294573,10,288.319655
-0.053212,10,288.322185
-0.309098,10,288.324802
-0.458413,10,288.327334
-0.128593,10,288.329942
-0.091815,10,288.332496
-0.115692,10,288.350228
-0.128712,10,288.352857
-0.11857,10,288.355404
-0.073093,10,288.357968
-0.096892,10,288.360531
-0.142962,10,288.363088
-0.300361,10,288.365619
-0.346499,10,288.368181
-0.17644,10,288.370968
-0.153448,10,288.373526
-0.414601,10,288.392461
-0.146798,10,288.395172
-0.149548,10,288.397722
-0.218223,10,288.400558
-0.199264,10,288.403267
-0.198148,10,288.405867
-0.314504,10,288.408369
-0.142757,10,288.410861
-0.379154,10,288.413357
-0.076593,10,288.415951
-0.079541,10,288.434079
-0.112031,10,288.436642
-0.038178,10,288.439157
-0.09274,10,288.441684
-0.102461,10,288.44419
-0.181949,10,288.446548
-0.146205,10,288.449055
-0.135618,10,288.451575
-0.218922,10,288.454066
-0.047645,10,288.456486
-0.111523,10,288.47337
-0.096708,10,288.475909
-0.294588,10,288.478423
-0.219121,10,288.480941
-0.142647,10,288.483274
-0.195279,10,288.485641
-0.234538,10,288.488137
-0.102035,10,288.490545
-0.136018,10,288.493067
-0.043754,10,288.495589
-0.106645,10,288.512699
-0.083342,10,288.515228
-0.659693,10,288.517755
-0.073606,10,288.520146
-0.073071,10,288.522733
-0.682816,10,288.525238
-0.089419,10,288.527746
-0.162831,10,288.530168
-0.061648,10,288.532657
-0.101891,10,288.535189
-0.079036,10,288.553167
-0.172811,10,288.555785
-0.778098,10,288.558311
-0.561652,10,288.560837
-0.093039,10,288.563332
-0.213361,10,288.565968
-0.63851,10,288.568532
-0.079074,10,288.57141
-0.215469,10,288.573962
-0.471181,10,288.576503
-0.157119,10,288.594545
-0.112773,10,288.597084
-0.17463,10,288.599634
-0.09686,10,288.6023
-0.059707,10,288.605138
-0.209854,10,288.607672
-0.232755,10,288.610189
-0.085212,10,288.61267
-0.616657,10,288.61497
-0.076039,10,288.618119
-0.057114,10,288.636367
-0.113831,10,288.638686
-0.330158,10,288.640956
-0.213315,10,288.643333
-0.117282,10,288.645947
-0.619249,10,288.648617
-0.107621,10,288.651373
-0.130749,10,288.653866
-0.68259,10,288.656351
-0.077262,10,288.658835
-0.133239,10,288.67555
-0.063288,10,288.678052
-0.166513,10,288.680525
-0.118005,10,288.683062
-0.113858,10,288.685535
-0.084095,10,288.688047
-0.279275,10,288.690545
-0.05866,10,288.693053
-0.254568,10,288.695547
-0.134277,10,288.698041
-0.359774,10,288.714584
-0.052749,10,288.717115
-0.108472,10,288.719617
-0.151313,10,288.722114
-0.208714,10,288.724607
-0.136796,10,288.727104
-0.039742,10,288.729599
-0.253913,10,288.732127
-0.183528,10,288.734614
-0.208255,10,288.737117
-0.072525,10,288.754868
-0.246186,10,288.757485
-0.160469,10,288.75998
-0.101011,10,288.762488
-0.069552,10,288.765233
-0.143443,10,288.76779
-0.098106,10,288.770245
-0.071003,10,288.772514
-0.288752,10,288.774768
-0.125568,10,288.777361
-0.081771,10,288.795773
-0.170708,10,288.798338
-0.118188,10,288.80093
-0.133378,10,288.803355
-0.346489,10,288.805793
-0.659448,10,288.808311
-0.045905,10,288.810805
-0.202693,10,288.813325
-0.131084,10,288.81587
-0.124316,10,288.818355
-0.228266,10,288.836717
-0.065336,10,288.839077
-0.095682,10,288.841367
-0.32362,10,288.843663
-0.212868,10,288.845948
-0.083153,10,288.848402
-0.073916,10,288.850923
-0.296492,10,288.853477
-0.503591,10,288.856013
-0.47624,10,288.858554
-0.270309,10,288.875582
-0.11982,10,288.878149
-0.463582,10,288.880706
-0.104495,10,288.883261
-0.065084,10,288.885795
-0.056334,10,288.888337
-0.211646,10,288.890867
-0.165706,10,288.893406
-0.225543,10,288.895943
-0.216263,10,288.898491
-0.13226,10,288.915266
-0.086573,10,288.917828
-0.10123,10,288.920394
-0.193523,10,288.922941
-0.200587,10,288.925476
-0.187274,10,288.928042
-0.27373,10,288.930603
-0.687124,10,288.933263
-0.113022,10,288.935911
-0.25339,10,288.938499
-0.188434,10,288.95746
-0.124861,10,288.960032
-0.059697,10,288.96258
-0.057236,10,288.965092
-0.189042,10,288.967658
-0.113013,10,288.970376
-0.134183,10,288.972691
-0.636099,10,288.974963
-0.08387,10,288.977232
-0.279197,10,288.979562
-0.088059,10,288.997551
-0.095757,10,289.000071
-0.150294,10,289.003034
-0.232096,10,289.005672
-0.156286,10,289.008218
-0.108468,10,289.010617
-0.326141,10,289.012904
-0.097055,10,289.015219
-0.141173,10,289.01782
-0.072483,10,289.020224
-0.253357,10,289.037747
-0.381102,10,289.040058
-0.280365,10,289.042325
-0.129117,10,289.044602
-0.275238,10,289.04691
-0.161888,10,289.049345
-0.153534,10,289.052151
-0.115003,10,289.054706
-0.171801,10,289.057304
-0.244396,10,289.05989
-0.282302,10,289.077724
-0.048326,10,289.080266
-0.201517,10,289.082895
-0.176481,10,289.085564
-0.300862,10,289.088221
-0.16657,10,289.09087
-0.40003,10,289.093384
-0.194403,10,289.095713
-0.322532,10,289.098277
-0.199675,10,289.100856
-0.183421,10,289.118106
-0.329362,10,289.12066
-0.075642,10,289.123057
-0.667223,10,289.125404
-0.169515,10,289.127994
-0.245082,10,289.130516
-0.768892,10,289.133146
-0.310135,10,289.135741
-0.57823,10,289.138269
-0.124865,10,289.140826
-0.172773,10,289.158908
-0.101681,10,289.161448
-0.405601,10,289.163979
-0.087237,10,289.166527
-0.356261,10,289.169088
-0.130629,10,289.171743
-0.337808,10,289.17447
-0.037838,10,289.177086
-0.365605,10,289.179746
-0.094835,10,289.182332
-0.067432,10,289.200611
-0.134295,10,289.203448
-0.096828,10,289.205887
-0.20176,10,289.208476
